"ID","chrom","loc.start","loc.end","num.mark","seg.mean","seg.sd","seg.median","seg.mad","sample"
"sampleid","chr22",16373925,51222283,298,0.0198,0.0707,0.0253,0.0609,"GSM1606879"
"sampleid","chr3",155000,3100000,6,-0.2433,0.1331,-0.2196,0.0802,"GSM1606879"
"sampleid","chr3",3175000,197831215,972,-0.0235,0.1092,-0.0195,0.0903,"GSM1606879"
"sampleid","chr4",55000,190972138,742,-0.1892,0.1192,-0.1728,0.1058,"GSM1606879"
"sampleid","chr5",55000,180777630,849,0.0367,0.083,0.0387,0.0793,"GSM1606879"
"sampleid","chr6",155000,170952534,981,-0.0609,0.1176,-0.0533,0.1103,"GSM1606879"
"sampleid","chr7",55000,80525000,468,0.0199,0.0822,0.0278,0.0749,"GSM1606879"
"sampleid","chr7",80950000,86650000,13,-0.1934,0.0949,-0.1891,0.0986,"GSM1606879"
"sampleid","chr7",86775000,159039332,471,0.0176,0.0887,0.0282,0.0771,"GSM1606879"
"sampleid","chr8",105000,43494444,279,-0.0409,0.0932,-0.0314,0.0804,"GSM1606879"
"sampleid","chr8",46969444,146277011,447,0.2057,0.0825,0.206,0.0833,"GSM1606879"
"sampleid","chr9",130000,141076716,383,-0.0126,0.0708,-0.0114,0.0649,"GSM1606879"
"sampleid","chr1",635684,247675000,1583,0.0353,0.1542,0.0451,0.1282,"GSM1606880"
"sampleid","chr1",247750000,249195311,10,-0.3561,0.169,-0.4402,0.1067,"GSM1606880"
"sampleid","chr10",105000,475000,6,-0.2651,0.1079,-0.2805,0.0742,"GSM1606880"
"sampleid","chr10",525000,8500000,78,-0.0117,0.1169,-0.0051,0.0855,"GSM1606880"
"sampleid","chr10",9350000,10925000,3,-0.2869,0.0708,-0.2839,0.098,"GSM1606880"
"sampleid","chr10",11125000,135462374,753,-0.0035,0.1323,0.0086,0.1195,"GSM1606880"
"sampleid","chr11",130000,134873258,914,-0.0536,0.1583,-0.0218,0.1268,"GSM1606880"
"sampleid","chr12",172870,34703347,220,0.3922,0.1431,0.3893,0.1209,"GSM1606880"
"sampleid","chr12",38178347,133275000,619,0.0638,0.1084,0.0759,0.0953,"GSM1606880"
"sampleid","chr12",133325000,133770948,9,-0.2699,0.1556,-0.2599,0.1636,"GSM1606880"
"sampleid","chr13",19110000,115079939,431,-0.0341,0.156,-0.0283,0.1409,"GSM1606880"
"sampleid","chr14",19325000,106375000,523,-0.0877,0.1401,-0.0663,0.1184,"GSM1606880"
"sampleid","chr14",106425000,107119770,5,-0.3054,0.18,-0.3597,0.1989,"GSM1606880"
"sampleid","chr15",20225000,102410696,571,-0.2279,0.1572,-0.2119,0.1572,"GSM1606880"
"sampleid","chr16",105000,58775000,371,-0.1435,0.1515,-0.1185,0.1271,"GSM1606880"
"sampleid","chr16",59975000,66275000,11,-0.4938,0.1634,-0.512,0.1176,"GSM1606880"
"sampleid","chr16",66425000,90222377,242,-0.1604,0.1561,-0.1424,0.1449,"GSM1606880"
"sampleid","chr17",25000,34125000,318,-0.1781,0.1549,-0.1416,0.1211,"GSM1606880"
"sampleid","chr17",34200000,34562924,5,-0.6595,0.3821,-0.5685,0.4208,"GSM1606880"
"sampleid","chr17",34787924,38850000,53,-0.1496,0.1279,-0.1279,0.0881,"GSM1606880"
"sampleid","chr17",38925000,39400000,8,-0.4632,0.1373,-0.5344,0.0775,"GSM1606880"
"sampleid","chr17",39475000,66575000,253,-0.1496,0.1329,-0.1205,0.1136,"GSM1606880"
"sampleid","chr17",66825000,70950000,13,-0.4136,0.144,-0.4402,0.1492,"GSM1606880"
"sampleid","chr17",71175000,81122605,164,-0.1154,0.1306,-0.0868,0.1131,"GSM1606880"
"sampleid","chr18",80000,77983624,243,-0.0672,0.1315,-0.053,0.1184,"GSM1606880"
"sampleid","chr19",180000,24290891,328,-0.0781,0.1143,-0.056,0.0874,"GSM1606880"
"sampleid","chr19",28015891,41275000,120,0.3125,0.1178,0.3104,0.1165,"GSM1606880"
"sampleid","chr19",41325000,44325000,31,-0.1323,0.1237,-0.1137,0.1333,"GSM1606880"
"sampleid","chr19",44400000,44875000,7,-0.4524,0.1948,-0.4716,0.0623,"GSM1606880"
"sampleid","chr19",45000000,47275000,36,0.4276,0.1058,0.3755,0.0897,"GSM1606880"
"sampleid","chr19",47400000,59084492,185,-0.1974,0.1624,-0.1628,0.1288,"GSM1606880"
"sampleid","chr2",130000,243026238,1282,-0.0018,0.1561,0.015,0.1467,"GSM1606880"
"sampleid","chr20",155000,62907760,359,0.1001,0.1569,0.0898,0.1508,"GSM1606880"
"sampleid","chr21",10848948,31025000,27,-0.0957,0.14,-0.1063,0.1311,"GSM1606880"
"sampleid","chr21",31525000,32125000,5,-0.5509,0.1516,-0.6086,0.1984,"GSM1606880"
"sampleid","chr21",32575000,47575000,119,-0.0168,0.1032,-0.0024,0.0868,"GSM1606880"
"sampleid","chr21",47650000,48084948,6,-0.304,0.1024,-0.3229,0.1159,"GSM1606880"
"sampleid","chr22",16373925,51222283,298,-0.1103,0.1089,-0.0997,0.1016,"GSM1606880"
"sampleid","chr3",155000,197831215,978,0.0083,0.1413,0.0274,0.1202,"GSM1606880"
"sampleid","chr4",55000,186475000,708,-0.2996,0.1827,-0.2669,0.1669,"GSM1606880"
"sampleid","chr4",186600000,190972138,34,-0.5364,0.2244,-0.5581,0.2172,"GSM1606880"
"sampleid","chr5",55000,46027821,200,0.6056,0.1735,0.603,0.1643,"GSM1606880"
"sampleid","chr5",49677821,64050000,55,-0.6293,0.2945,-0.6032,0.3179,"GSM1606880"
"sampleid","chr5",64225000,159775000,445,-0.3052,0.185,-0.2687,0.1731,"GSM1606880"
"sampleid","chr5",159825000,167575000,16,-0.5973,0.2251,-0.5709,0.2695,"GSM1606880"
"sampleid","chr5",167675000,180777630,133,-0.2425,0.1596,-0.2124,0.1393,"GSM1606880"
"sampleid","chr6",155000,1175000,12,-0.2469,0.2236,-0.1973,0.209,"GSM1606880"
"sampleid","chr6",1325000,46725000,424,0.061,0.1168,0.0742,0.1122,"GSM1606880"
"sampleid","chr6",46900000,170952534,545,-0.3144,0.1826,-0.2818,0.1763,"GSM1606880"
"sampleid","chr7",55000,158375000,941,0.0761,0.128,0.0877,0.1156,"GSM1606880"
"sampleid","chr7",158450000,159039332,11,-0.1727,0.08,-0.1726,0.0631,"GSM1606880"
"sampleid","chr8",105000,22125000,144,-0.2145,0.218,-0.1868,0.1814,"GSM1606880"
"sampleid","chr8",22200000,40975000,112,-0.5472,0.2797,-0.4626,0.2557,"GSM1606880"
"sampleid","chr8",41175000,146277011,470,-0.0175,0.2047,-0.0266,0.1656,"GSM1606880"
"sampleid","chr9",130000,141076716,383,0.0385,0.1231,0.0545,0.1095,"GSM1606880"
"sampleid","chr1",635684,185525000,1219,0.0131,0.1573,0.0296,0.1316,"GSM1606881"
"sampleid","chr1",186025000,198350000,19,-0.3289,0.2366,-0.2804,0.2167,"GSM1606881"
"sampleid","chr1",198725000,249195311,355,-0.0144,0.1734,0.0125,0.1425,"GSM1606881"
"sampleid","chr10",105000,135462374,840,-0.0253,0.1603,-0.0053,0.136,"GSM1606881"
"sampleid","chr11",130000,4700000,73,0.0861,0.1098,0.1032,0.1024,"GSM1606881"
"sampleid","chr11",4850000,5850000,9,-0.3943,0.1567,-0.4002,0.2485,"GSM1606881"
"sampleid","chr11",5975000,48125000,236,-0.0037,0.1638,0.0332,0.1298,"GSM1606881"
"sampleid","chr11",48550000,56675000,16,-0.4111,0.2505,-0.34,0.2262,"GSM1606881"
"sampleid","chr11",56975000,102350000,345,0.031,0.1593,0.0749,0.1178,"GSM1606881"
"sampleid","chr11",102525000,107550000,20,-0.3179,0.225,-0.3092,0.2033,"GSM1606881"
"sampleid","chr11",107675000,134873258,215,-0.0375,0.1542,-0.0074,0.1108,"GSM1606881"
"sampleid","chr12",172870,133425000,842,-0.0092,0.1697,0.0174,0.1391,"GSM1606881"
"sampleid","chr12",133475000,133770948,6,-0.3419,0.2188,-0.278,0.1639,"GSM1606881"
"sampleid","chr13",19110000,53625000,231,-0.066,0.1447,-0.0503,0.133,"GSM1606881"
"sampleid","chr13",54325000,71550000,21,-0.4309,0.2388,-0.4025,0.1472,"GSM1606881"
"sampleid","chr13",72850000,115079939,179,-0.0709,0.1794,-0.0333,0.141,"GSM1606881"
"sampleid","chr14",19325000,107119770,528,-0.1765,0.2108,-0.1526,0.1898,"GSM1606881"
"sampleid","chr15",20225000,23925000,17,-0.029,0.1342,-0.0307,0.145,"GSM1606881"
"sampleid","chr15",24050000,25225000,6,-0.3967,0.199,-0.4225,0.2184,"GSM1606881"
"sampleid","chr15",25275000,102410696,548,-0.01,0.1368,0.0054,0.1206,"GSM1606881"
"sampleid","chr16",105000,90222377,624,-0.0431,0.1937,-0.0302,0.1932,"GSM1606881"
"sampleid","chr17",25000,25431503,240,-0.1733,0.1825,-0.1354,0.1382,"GSM1606881"
"sampleid","chr17",25625000,30825000,55,0.1323,0.1536,0.1541,0.1059,"GSM1606881"
"sampleid","chr17",31050000,38750000,80,-0.2226,0.1881,-0.1661,0.1388,"GSM1606881"
"sampleid","chr17",38850000,39400000,9,-0.5444,0.1538,-0.5771,0.2009,"GSM1606881"
"sampleid","chr17",39475000,81122605,430,0.0208,0.1438,0.0478,0.1384,"GSM1606881"
"sampleid","chr18",80000,77983624,243,-0.0388,0.1552,-0.021,0.1241,"GSM1606881"
"sampleid","chr19",180000,38350000,408,0.1131,0.1122,0.1277,0.0879,"GSM1606881"
"sampleid","chr19",38550000,41175000,38,0.387,0.0981,0.3994,0.0789,"GSM1606881"
"sampleid","chr19",41225000,44275000,32,-0.1131,0.1194,-0.0838,0.0835,"GSM1606881"
"sampleid","chr19",44325000,44875000,8,-0.6016,0.1951,-0.567,0.0693,"GSM1606881"
"sampleid","chr19",45000000,59084492,221,-0.003,0.1343,0.0067,0.1308,"GSM1606881"
"sampleid","chr2",130000,1275000,18,-0.3257,0.1461,-0.3215,0.1626,"GSM1606881"
"sampleid","chr2",1350000,48925000,300,-0.0159,0.148,0.009,0.1332,"GSM1606881"
"sampleid","chr2",49600000,53300000,7,-0.4167,0.1685,-0.4655,0.2106,"GSM1606881"
"sampleid","chr2",53850000,243026238,957,-0.053,0.1664,-0.0191,0.1423,"GSM1606881"
"sampleid","chr20",155000,62907760,359,0.1994,0.1217,0.2029,0.0956,"GSM1606881"
"sampleid","chr21",10848948,48084948,157,-0.0269,0.1757,0.0044,0.1548,"GSM1606881"
"sampleid","chr22",16373925,51222283,298,-0.1127,0.1256,-0.0955,0.1164,"GSM1606881"
"sampleid","chr3",155000,197831215,978,-0.0775,0.2215,-0.0469,0.2034,"GSM1606881"
"sampleid","chr4",55000,76875000,329,-0.0405,0.1739,-0.0138,0.1577,"GSM1606881"
"sampleid","chr4",76925000,190972138,413,-0.4563,0.2407,-0.4134,0.2173,"GSM1606881"
"sampleid","chr5",55000,17940329,125,-0.0471,0.1494,-0.0283,0.1363,"GSM1606881"
"sampleid","chr5",19125000,26850000,8,-0.5653,0.1564,-0.6079,0.1227,"GSM1606881"
"sampleid","chr5",27925000,82775000,217,-0.1019,0.1449,-0.0902,0.1268,"GSM1606881"
"sampleid","chr5",82925000,89550000,12,-0.3725,0.2137,-0.4361,0.1824,"GSM1606881"
"sampleid","chr5",89775000,180777630,487,-0.0295,0.1571,-9e-04,0.1464,"GSM1606881"
"sampleid","chr6",155000,28975000,223,-0.1234,0.1591,-0.1086,0.1624,"GSM1606881"
"sampleid","chr6",29050000,29475000,7,-0.5911,0.2057,-0.4952,0.1762,"GSM1606881"
"sampleid","chr6",29525000,53675000,237,-0.0164,0.1429,0.0163,0.122,"GSM1606881"
"sampleid","chr6",53800000,170952534,514,-0.4124,0.2303,-0.3692,0.2284,"GSM1606881"
"sampleid","chr7",55000,6675000,103,-0.0988,0.1255,-0.0856,0.1051,"GSM1606881"
"sampleid","chr7",6725000,27000000,81,-0.3948,0.2216,-0.3776,0.1966,"GSM1606881"
"sampleid","chr7",27125000,77550000,277,-0.0223,0.1557,-4e-04,0.1472,"GSM1606881"
"sampleid","chr7",77800000,86400000,19,-0.3801,0.2354,-0.3147,0.2116,"GSM1606881"
"sampleid","chr7",86650000,143498949,335,-0.0512,0.1803,-0.0355,0.1388,"GSM1606881"
"sampleid","chr7",143675000,147650000,8,-0.439,0.3429,-0.5721,0.3242,"GSM1606881"
"sampleid","chr7",148125000,158450000,119,0.0357,0.128,0.0534,0.113,"GSM1606881"
"sampleid","chr7",158525000,159039332,10,-0.2478,0.1386,-0.2184,0.0964,"GSM1606881"
"sampleid","chr8",105000,2200000,38,-0.0437,0.1521,-0.0224,0.1081,"GSM1606881"
"sampleid","chr8",2350000,4650000,7,-0.4974,0.2921,-0.4697,0.3816,"GSM1606881"
"sampleid","chr8",4875000,146277011,681,-0.0134,0.1927,-0.0015,0.1623,"GSM1606881"
"sampleid","chr9",130000,141076716,383,0.0522,0.1215,0.0681,0.1245,"GSM1606881"
"sampleid","chr1",635684,825000,3,-0.0606,0.131,-0.1205,0.0453,"GSM1606882"
"sampleid","chr1",875000,37825000,424,0.0682,0.1232,0.0957,0.1085,"GSM1606882"
"sampleid","chr1",37925000,46075000,93,0.3347,0.1347,0.3055,0.1164,"GSM1606882"
"sampleid","chr1",46150000,152575000,456,0.0843,0.1115,0.0852,0.0979,"GSM1606882"
"sampleid","chr1",152675000,153325000,8,-0.3617,0.1191,-0.3249,0.0932,"GSM1606882"
"sampleid","chr1",153425000,174000000,168,0.1878,0.0972,0.1979,0.0818,"GSM1606882"
"sampleid","chr1",174550000,249195311,441,-0.0886,0.1396,-0.0713,0.1286,"GSM1606882"
"sampleid","chr10",105000,35775000,223,-0.2683,0.1341,-0.2543,0.1322,"GSM1606882"
"sampleid","chr10",35875000,88725000,250,0.0163,0.1373,0.0187,0.1262,"GSM1606882"
"sampleid","chr10",88850000,96650000,51,-0.1893,0.1357,-0.1961,0.1479,"GSM1606882"
"sampleid","chr10",97000000,135462374,316,0.0025,0.1552,0.008,0.1623,"GSM1606882"
"sampleid","chr11",130000,4700000,73,-0.1262,0.0963,-0.1148,0.0876,"GSM1606882"
"sampleid","chr11",4850000,5850000,9,-0.4917,0.0918,-0.5127,0.0694,"GSM1606882"
"sampleid","chr11",5975000,31825000,147,-0.2099,0.116,-0.1922,0.1182,"GSM1606882"
"sampleid","chr11",31975000,32575000,5,0.1653,0.1167,0.1539,0.121,"GSM1606882"
"sampleid","chr11",32775000,38475000,33,-0.1889,0.0721,-0.1872,0.0645,"GSM1606882"
"sampleid","chr11",40675000,47500000,44,0.0552,0.0813,0.0552,0.0774,"GSM1606882"
"sampleid","chr11",47575000,56675000,23,-0.2477,0.1377,-0.264,0.151,"GSM1606882"
"sampleid","chr11",56975000,71225000,189,0.1037,0.1179,0.1269,0.0873,"GSM1606882"
"sampleid","chr11",71275000,71550000,5,-0.1194,0.1043,-0.183,0.0357,"GSM1606882"
"sampleid","chr11",71650000,78100000,65,0.1227,0.0936,0.1291,0.0581,"GSM1606882"
"sampleid","chr11",78300000,123525000,236,-0.1749,0.1606,-0.1618,0.1536,"GSM1606882"
"sampleid","chr11",123700000,124375000,5,-0.4865,0.054,-0.502,0.0593,"GSM1606882"
"sampleid","chr11",124475000,134873258,80,-0.1662,0.1268,-0.1591,0.12,"GSM1606882"
"sampleid","chr12",172870,2875000,30,-0.2548,0.1325,-0.2543,0.1257,"GSM1606882"
"sampleid","chr12",2925000,72450000,420,0.0776,0.1387,0.08,0.13,"GSM1606882"
"sampleid","chr12",72675000,133375000,391,-0.1966,0.1255,-0.1772,0.111,"GSM1606882"
"sampleid","chr12",133425000,133770948,7,-0.4916,0.125,-0.4728,0.149,"GSM1606882"
"sampleid","chr13",19110000,60975000,241,-0.2489,0.1251,-0.2403,0.1083,"GSM1606882"
"sampleid","chr13",61475000,115079939,190,-0.479,0.154,-0.4705,0.1464,"GSM1606882"
"sampleid","chr14",19325000,20450000,4,-0.4085,0.2109,-0.3297,0.0868,"GSM1606882"
"sampleid","chr14",20800000,107119770,524,-0.0136,0.1231,-0.0174,0.1099,"GSM1606882"
"sampleid","chr15",20225000,91475000,501,8e-04,0.129,0.0187,0.1327,"GSM1606882"
"sampleid","chr15",91525000,102410696,70,-0.2526,0.1308,-0.2574,0.0995,"GSM1606882"
"sampleid","chr16",105000,275000,4,-0.2825,0.1294,-0.2821,0.144,"GSM1606882"
"sampleid","chr16",325000,56025000,333,-0.044,0.119,-0.0379,0.1078,"GSM1606882"
"sampleid","chr16",56225000,57200000,13,0.2311,0.0618,0.2376,0.0625,"GSM1606882"
"sampleid","chr16",57275000,58775000,21,-0.2896,0.1108,-0.2593,0.0622,"GSM1606882"
"sampleid","chr16",59975000,66275000,11,-0.5784,0.0996,-0.5637,0.1276,"GSM1606882"
"sampleid","chr16",66425000,90222377,242,-0.3478,0.1208,-0.3333,0.1269,"GSM1606882"
"sampleid","chr17",25000,63875000,617,-0.0779,0.1337,-0.0636,0.1274,"GSM1606882"
"sampleid","chr17",64225000,81122605,197,0.2041,0.0621,0.2085,0.0587,"GSM1606882"
"sampleid","chr18",80000,77983624,243,-0.0767,0.1108,-0.0608,0.1025,"GSM1606882"
"sampleid","chr19",180000,12875000,206,-0.0455,0.1015,-0.0414,0.0898,"GSM1606882"
"sampleid","chr19",12925000,21325000,108,0.1735,0.0703,0.1701,0.0644,"GSM1606882"
"sampleid","chr19",21525000,28015891,15,-0.2483,0.0999,-0.2388,0.108,"GSM1606882"
"sampleid","chr19",28775000,59084492,378,0.0241,0.1292,0.0226,0.1608,"GSM1606882"
"sampleid","chr2",130000,1150000,16,-0.2851,0.0737,-0.3039,0.0636,"GSM1606882"
"sampleid","chr2",1225000,92288086,502,0.0515,0.1115,0.0656,0.0967,"GSM1606882"
"sampleid","chr2",95438086,103325000,65,0.2914,0.1114,0.2778,0.0966,"GSM1606882"
"sampleid","chr2",104200000,174875000,308,-0.0634,0.1428,-0.0598,0.1465,"GSM1606882"
"sampleid","chr2",175025000,177800000,20,0.1613,0.0774,0.1679,0.0893,"GSM1606882"
"sampleid","chr2",178075000,243026238,371,-0.1213,0.1206,-0.1197,0.1172,"GSM1606882"
"sampleid","chr20",155000,62907760,359,0.1036,0.122,0.1142,0.1129,"GSM1606882"
"sampleid","chr21",10848948,48084948,157,-0.0765,0.1213,-0.0622,0.0904,"GSM1606882"
"sampleid","chr22",16373925,51222283,298,-0.1125,0.0983,-0.1113,0.0914,"GSM1606882"
"sampleid","chr3",155000,197831215,978,-0.0114,0.155,-0.0071,0.1429,"GSM1606882"
"sampleid","chr4",55000,375000,5,-0.3923,0.163,-0.3958,0.1438,"GSM1606882"
"sampleid","chr4",475000,60944667,288,-0.0589,0.108,-0.0384,0.0964,"GSM1606882"
"sampleid","chr4",62250000,190972138,449,-0.2979,0.1349,-0.2808,0.1133,"GSM1606882"
"sampleid","chr5",55000,56475000,231,0.094,0.1165,0.092,0.1179,"GSM1606882"
"sampleid","chr5",56750000,92293064,138,-0.2715,0.1302,-0.263,0.139,"GSM1606882"
"sampleid","chr5",92925000,180777630,480,0.1406,0.1074,0.1487,0.092,"GSM1606882"
"sampleid","chr6",155000,26450000,182,0.1511,0.0939,0.1542,0.0793,"GSM1606882"
"sampleid","chr6",26525000,29475000,48,-0.2258,0.1311,-0.1888,0.1219,"GSM1606882"
"sampleid","chr6",29525000,100075000,364,0.0269,0.1119,0.0348,0.1088,"GSM1606882"
"sampleid","chr6",100375000,134225000,142,-0.3023,0.1222,-0.2958,0.1471,"GSM1606882"
"sampleid","chr6",134300000,170952534,245,-0.0753,0.1227,-0.0742,0.1305,"GSM1606882"
"sampleid","chr7",55000,6675000,103,-0.0491,0.0907,-0.027,0.0887,"GSM1606882"
"sampleid","chr7",6725000,40975000,165,-0.2551,0.1318,-0.2433,0.1326,"GSM1606882"
"sampleid","chr7",41425000,80950000,201,-0.038,0.1015,-0.0316,0.0926,"GSM1606882"
"sampleid","chr7",81475000,85550000,10,-0.2928,0.1015,-0.281,0.139,"GSM1606882"
"sampleid","chr7",86400000,128825000,233,-0.0587,0.1229,-0.0468,0.1202,"GSM1606882"
"sampleid","chr7",128875000,157125000,204,0.172,0.1144,0.1778,0.0923,"GSM1606882"
"sampleid","chr7",157175000,158375000,25,0.4654,0.0875,0.464,0.0983,"GSM1606882"
"sampleid","chr7",158450000,159039332,11,0.1793,0.0859,0.1989,0.1023,"GSM1606882"
"sampleid","chr8",105000,23375000,162,0.1511,0.1528,0.1654,0.0982,"GSM1606882"
"sampleid","chr8",23475000,36025000,66,-0.357,0.1652,-0.3663,0.1785,"GSM1606882"
"sampleid","chr8",36800000,40975000,28,0.1282,0.1458,0.1247,0.1341,"GSM1606882"
"sampleid","chr8",41175000,146277011,470,0.3896,0.1917,0.3866,0.1762,"GSM1606882"
"sampleid","chr9",130000,141076716,383,-0.1416,0.0993,-0.1358,0.0949,"GSM1606882"
"sampleid","chr1",635684,249195311,1593,0.0045,0.1969,0.0117,0.1891,"GSM1606883"
"sampleid","chr10",105000,135462374,840,-0.0544,0.1517,-0.0454,0.1398,"GSM1606883"
"sampleid","chr11",130000,36600000,266,-0.1493,0.169,-0.1386,0.1469,"GSM1606883"
"sampleid","chr11",38475000,47025000,39,0.1924,0.1175,0.1907,0.1376,"GSM1606883"
"sampleid","chr11",47175000,56675000,29,-0.1948,0.1826,-0.1895,0.1084,"GSM1606883"
"sampleid","chr11",56975000,97668792,333,0.1878,0.1731,0.2011,0.1524,"GSM1606883"
"sampleid","chr11",99725000,134873258,247,-0.2037,0.1612,-0.1777,0.1546,"GSM1606883"
"sampleid","chr12",172870,133375000,841,-0.0547,0.2056,-0.0506,0.1919,"GSM1606883"
"sampleid","chr12",133425000,133770948,7,-0.6469,0.1919,-0.5746,0.1317,"GSM1606883"
"sampleid","chr13",19110000,115079939,431,-0.2106,0.1634,-0.196,0.1433,"GSM1606883"
"sampleid","chr14",19325000,20450000,4,-0.4472,0.2257,-0.371,0.089,"GSM1606883"
"sampleid","chr14",20800000,107119770,524,0.0415,0.1788,0.0339,0.1451,"GSM1606883"
"sampleid","chr15",20225000,102410696,571,0.0365,0.1559,0.0443,0.1283,"GSM1606883"
"sampleid","chr16",105000,90222377,624,-0.1515,0.2003,-0.1473,0.2232,"GSM1606883"
"sampleid","chr17",25000,81122605,814,-0.0493,0.2033,-0.0527,0.1964,"GSM1606883"
"sampleid","chr18",80000,77983624,243,-0.0101,0.1368,-0.0032,0.136,"GSM1606883"
"sampleid","chr19",180000,59084492,707,-0.0726,0.174,-0.0547,0.163,"GSM1606883"
"sampleid","chr2",130000,243026238,1282,-0.042,0.1612,-0.0394,0.143,"GSM1606883"
"sampleid","chr20",155000,62907760,359,0.0906,0.1598,0.0868,0.1549,"GSM1606883"
"sampleid","chr21",10848948,47650000,152,0.0074,0.1383,0.0198,0.1269,"GSM1606883"
"sampleid","chr21",47750000,48084948,5,-0.2682,0.0838,-0.2961,0.0498,"GSM1606883"
"sampleid","chr22",16373925,51222283,298,-0.1077,0.1367,-0.0976,0.1384,"GSM1606883"
"sampleid","chr3",155000,197831215,978,0.0273,0.2064,0.0103,0.1584,"GSM1606883"
"sampleid","chr4",55000,190972138,742,-0.0798,0.2086,-0.0647,0.1952,"GSM1606883"
"sampleid","chr5",55000,180777630,849,0.0438,0.1987,0.0492,0.1704,"GSM1606883"
"sampleid","chr6",155000,170952534,981,0.0136,0.2064,0.025,0.1884,"GSM1606883"
"sampleid","chr7",55000,159039332,952,-0.0015,0.1974,0.008,0.1591,"GSM1606883"
"sampleid","chr8",105000,85075000,430,-0.0571,0.2391,-0.0778,0.1991,"GSM1606883"
"sampleid","chr8",85575000,146277011,296,0.5159,0.3581,0.454,0.152,"GSM1606883"
"sampleid","chr9",130000,141076716,383,-0.054,0.1286,-0.0484,0.1338,"GSM1606883"
"sampleid","chr1",635684,114475000,856,0.0431,0.1143,0.0576,0.1009,"GSM1606884"
"sampleid","chr1",114575000,115625000,8,-0.2384,0.1332,-0.2554,0.15,"GSM1606884"
"sampleid","chr1",115750000,147775000,61,0.0576,0.1188,0.0503,0.1152,"GSM1606884"
"sampleid","chr1",147825000,149700000,13,-0.3668,0.2441,-0.3563,0.1347,"GSM1606884"
"sampleid","chr1",149800000,186500000,284,0.1081,0.1301,0.1114,0.1205,"GSM1606884"
"sampleid","chr1",187125000,199450000,18,-0.2717,0.1121,-0.2781,0.114,"GSM1606884"
"sampleid","chr1",200025000,249195311,353,0.0475,0.1283,0.0491,0.1153,"GSM1606884"
"sampleid","chr10",105000,38275000,230,0.0063,0.1118,0.0197,0.1014,"GSM1606884"
"sampleid","chr10",38350000,43100000,8,-0.2504,0.1511,-0.2393,0.1417,"GSM1606884"
"sampleid","chr10",43200000,135462374,602,0.0417,0.1739,0.0493,0.1734,"GSM1606884"
"sampleid","chr11",130000,4700000,73,-0.1461,0.091,-0.1295,0.0763,"GSM1606884"
"sampleid","chr11",4850000,6100000,11,-0.4312,0.1307,-0.3709,0.1757,"GSM1606884"
"sampleid","chr11",6225000,15125000,74,-0.1726,0.1308,-0.1552,0.1215,"GSM1606884"
"sampleid","chr11",15400000,48125000,160,0.0479,0.1398,0.0678,0.1126,"GSM1606884"
"sampleid","chr11",48550000,56675000,16,-0.5246,0.2937,-0.4389,0.2601,"GSM1606884"
"sampleid","chr11",56975000,71225000,189,0.0551,0.1089,0.0755,0.0671,"GSM1606884"
"sampleid","chr11",71275000,71550000,5,-0.1965,0.1566,-0.2473,0.1461,"GSM1606884"
"sampleid","chr11",71650000,88175000,101,0.111,0.1153,0.111,0.0914,"GSM1606884"
"sampleid","chr11",88725000,89925000,5,-0.174,0.1586,-0.1766,0.109,"GSM1606884"
"sampleid","chr11",90975000,134873258,280,0.1629,0.1065,0.1689,0.094,"GSM1606884"
"sampleid","chr12",172870,110125000,611,0.0423,0.125,0.0547,0.1113,"GSM1606884"
"sampleid","chr12",110225000,133770948,237,-0.1745,0.1359,-0.1577,0.1046,"GSM1606884"
"sampleid","chr13",19110000,36075000,115,-0.2378,0.1312,-0.2179,0.1104,"GSM1606884"
"sampleid","chr13",36275000,115079939,316,2e-04,0.1174,0.0144,0.1135,"GSM1606884"
"sampleid","chr14",19325000,20450000,4,-0.3721,0.2251,-0.3839,0.1905,"GSM1606884"
"sampleid","chr14",20800000,106375000,519,0.0511,0.1001,0.0598,0.0886,"GSM1606884"
"sampleid","chr14",106425000,107119770,5,-0.2838,0.1036,-0.2238,0.0356,"GSM1606884"
"sampleid","chr15",20225000,22748097,7,-0.5294,0.1803,-0.5003,0.1297,"GSM1606884"
"sampleid","chr15",22875000,32500000,65,0.0139,0.1437,0.0472,0.1529,"GSM1606884"
"sampleid","chr15",32800000,60100000,170,-0.2167,0.1336,-0.1944,0.1244,"GSM1606884"
"sampleid","chr15",60275000,93175000,268,0.0763,0.0869,0.0913,0.0846,"GSM1606884"
"sampleid","chr15",93275000,102410696,61,-0.2362,0.1219,-0.2363,0.1245,"GSM1606884"
"sampleid","chr16",105000,31825000,268,0.055,0.0931,0.0708,0.0825,"GSM1606884"
"sampleid","chr16",32075000,46517901,14,-0.1468,0.1241,-0.1424,0.1158,"GSM1606884"
"sampleid","chr16",46675000,53250000,40,0.0986,0.0858,0.0955,0.0921,"GSM1606884"
"sampleid","chr16",53450000,90222377,302,-0.1507,0.1134,-0.1327,0.1006,"GSM1606884"
"sampleid","chr17",25000,35725000,334,-0.1318,0.1266,-0.1062,0.1073,"GSM1606884"
"sampleid","chr17",35800000,81122605,480,0.1389,0.119,0.1497,0.1091,"GSM1606884"
"sampleid","chr18",80000,13975000,63,0.0116,0.0933,0.0104,0.1009,"GSM1606884"
